Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2000-01-03,0.8400942087173462,0.8443155585483794,0.7631675531258697,0.7870900051449747,535796800
2000-01-04,0.7692661285400391,0.830243953392169,0.7594155739368088,0.8124197963915802,512377600
2000-01-05,0.7805225849151611,0.8297745344167374,0.7730180360241728,0.7786464351670466,778321600
2000-01-06,0.7129775285720825,0.8030380388836561,0.7129775285720825,0.7964715389668375,767972800
2000-01-07,0.7467504143714905,0.7580081141500006,0.7167305663488671,0.7242351150174074,460734400
2000-01-10,0.7336167097091675,0.767388861476656,0.7111014074484417,0.7655127115419497,505064000
2000-01-11,0.6960914134979248,0.745812414838958,0.6792053637068335,0.720013864309706,441548800
2000-01-12,0.6543450355529785,0.7167308036164595,0.6491847829907419,0.7129776512640409,976068800
2000-01-13,0.7261113524436951,0.7411213043550292,0.6942153486738593,0.7091076122132474,1032684800
2000-01-14,0.7537861466407776,0.7673889491678385,0.7458125460832217,0.7505028964052263,390376000
2000-01-18,0.7800534963607788,0.7955332956935818,0.7537858998297461,0.7580080504318258,459177600
2000-01-19,0.7997548580169678,0.8161719108509258,0.7758324029480635,0.7927185058455951,597643200
2000-01-20,0.8518208265304565,0.9118605202568624,0.8518208265304565,0.8668307249113247,1831132800
2000-01-21,0.8354038596153259,0.8574493601138709,0.8269604084247622,0.8574493601138709,495924800
2000-01-24,0.7974095344543457,0.8461915821803883,0.7889660339288318,0.8138265336158961,440876800
2000-01-25,0.8424391746520996,0.849006574692121,0.7683275867819048,0.7880278830463556,497145600
2000-01-26,0.826960563659668,0.8569804709799062,0.8236773633188659,0.8255534634846146,367158400
2000-01-27,0.8255533576011658,0.8480687110661934,0.8030380542376155,0.8166408558765353,340144000
2000-01-28,0.7626983523368835,0.8321196430271626,0.7551938042674899,0.8119503465478437,423348800
2000-01-31,0.7786464691162109,0.7795845690819045,0.7092252179004077,0.7580081696680058,701680000
2000-02-01,0.7523789405822754,0.7880280954359966,0.7505028406739745,0.780522693773253,318035200
2000-02-02,0.7415903210639954,0.7664508236609773,0.7279874697751153,0.7561320740093899,464195200
2000-02-03,0.7753633260726929,0.7823996775460846,0.7523789233094257,0.7528479733264711,475193600
2000-02-04,0.810543417930603,0.8255533188597227,0.7777084642872365,0.7800536642358035,425320000
2000-02-07,0.8560423254966736,0.8574494756987493,0.7950645141015471,0.8105435170347487,441067200
2000-02-08,0.8621407151222229,0.8715213160637078,0.8349350084137676,0.8555733124741088,408643200
2000-02-09,0.845253586769104,0.8790265910176412,0.8438465369134227,0.8565112882529339,299364800
2000-02-10,0.8518208265304565,0.8546350259097861,0.8255531787044044,0.8471304274296183,302982400
