Date,Close,High,Low,Open,Volume,MA_7,MA_21,RSI,MACD,MACD_Signal,MACD_Hist,Volatility,Price_Change,Price_Change_Pct
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,
2000-02-01,0.7523789405822754,0.7880280954359966,0.7505028406739745,0.780522693773253,318035200,0.7980123673166547,0.7746038493655977,56.10995412216026,-0.005266958561425894,-0.005662697423601539,0.00039573886217564476,0.05178195633472156,-0.026267528533935547,-3.373485859860126
2000-02-02,0.7415900826454163,0.7664505772498373,0.7279872357298032,0.7561318309156904,464195200,0.7900381599153791,0.7699131710188729,60.15275793438578,-0.008603948302723041,-0.0062509475994258394,-0.0023530007032972018,0.05220804341825586,-0.01078885793685913,-1.4339659651437797
2000-02-03,0.7753636837005615,0.7824000384193935,0.7523792703359895,0.7528483205693791,475193600,0.7804559128625053,0.7702035478183201,56.28750597881426,-0.008426157864266481,-0.0066859896523939685,-0.0017401682118725129,0.05216576399378529,0.033773601055145264,4.554214227712872
2000-02-04,0.8105437755584717,0.8255536831102579,0.7777088074276708,0.7800540084109866,425320000,0.7781106914792743,0.7716331368400937,57.10937750810619,-0.005384449676078207,-0.006425681657130817,0.00104123198105261,0.051135177770731954,0.035180091857910156,4.537237505115899
2000-02-07,0.8560421466827393,0.8574492965908831,0.7950643480249296,0.8105433477248081,441067200,0.7824662498065403,0.7784457320258731,59.080738330267906,0.0006895159704620735,-0.005002642131612239,0.005692158102074313,0.05377769377198852,0.04549837112426758,5.613314480506482
2000-02-08,0.8621405959129333,0.8715211955573505,0.8349348929662456,0.8555731941729023,408643200,0.7966722420283726,0.7839404997371492,57.70571932818,0.00592694921080994,-0.0028167238631278037,0.008743673073937743,0.05558809161536779,0.006098449230194092,0.7124005814230339
2000-02-09,0.845253586769104,0.8790265910176412,0.8438465369134227,0.8565112882529339,299364800,0.8061875445502145,0.7892565386635917,49.11163949877888,0.00861569590091027,-0.0005302399103201891,0.009145935811230459,0.05276035922075647,-0.016887009143829346,-1.9587303073169249
2000-02-10,0.8518207669258118,0.8546349661082228,0.8255531209377914,0.8471303681531759,302982400,0.8203935197421482,0.796672210806892,52.28156778583443,0.01114795687117165,0.001805399445978179,0.00934255742519347,0.04280494926162624,0.006567180156707764,0.7769479194770668
2000-02-11,0.8161718249320984,0.8565112784869247,0.8124195250214785,0.8527589785763048,212251200,0.8310480543545314,0.804378248396374,52.62462155985295,0.010161089530753453,0.003476537462933234,0.00668455206782022,0.03874820258575992,-0.03564894199371338,-4.185028515138112
2000-02-14,0.8691757321357727,0.8696447819893984,0.8152334458235924,0.8203928439091012,367539200,0.8444497755595616,0.8111908435821533,53.65847491785658,0.013500338889627872,0.0054812977482721625,0.00801904114135571,0.03879591428708184,0.053003907203674316,6.494209379021876
2000-02-15,0.8930984735488892,0.9001348249111262,0.864485721540458,0.8649547715500937,485744000,0.8562433038439069,0.817824763911111,58.845636659376176,0.017871076717830725,0.007959253542183875,0.00991182317564685,0.04170622628996488,0.023922741413116455,2.752348061344567
2000-02-16,0.856511116027832,0.8865318142864789,0.8415012178117032,0.8837168133145792,378246400,0.8563102994646344,0.821465600104559,53.78433694119705,0.018173135365394333,0.010002029906825968,0.008171105458568365,0.0422046656316937,-0.03658735752105713,-4.096676750064365
2000-02-17,0.8621405959129333,0.8668308957351419,0.8490067944624009,0.8644857458240377,289497600,0.8563102994646344,0.8244363580431256,64.133252979755,0.018651765061694192,0.011731976937799614,0.006919788123894578,0.042642165387178146,0.005629479885101318,0.6572570722968241
2000-02-18,0.8349348902702332,0.8658927928935433,0.8321198386203071,0.860264393043886,233441600,0.8548361999647958,0.8236322686785743,57.751961337835404,0.016643948390013708,0.012714371228242432,0.003929577161771275,0.0426351537864127,-0.027205705642700195,-3.155599651805241
2000-02-22,0.8541660308837891,0.8776194307365908,0.8006927321366883,0.8264913316906548,422296000,0.8551712376730782,0.8245257082439604,64.29502272867295,0.01641530610769837,0.01345455820413362,0.0029607479035647487,0.04272790002285265,0.019231140613555908,2.3033102146841067
2000-02-23,0.8724591732025146,0.8930983733401999,0.8330577743786823,0.8498270368129801,473099200,0.8632122874259949,0.8280995005653018,67.99990752541453,0.017508383409284622,0.01426532324516382,0.0032430601641208028,0.043852654127204745,0.018293142318725586,2.1416377679873255
2000-02-24,0.8646026253700256,0.8940366430452236,0.8386871844611812,0.8804337908968863,376432000,0.8625589864594596,0.8291548916271755,63.216273842691855,0.0175385241072602,0.014919963417583096,0.0026185606896771043,0.04463439917065372,-0.007856547832489014,-0.9005060722383385
